pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2024-10-01	Taco: Benchmarking generalizable bimanual tool-action-object understanding	Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition	-	-	-	http://haolinyang-haolinyang.github.io/files/TACO.pdf	-
